Date,Open,High,Low,Close,Adj Close,Volume
2021-12-13,113.510002,113.721001,113.386002,113.500999,113.500999,0
2021-12-14,113.573997,113.749001,113.439003,113.577003,113.577003,0
2021-12-15,113.738998,113.897003,113.630997,113.742996,113.742996,0
2021-12-16,114.155998,114.245003,113.564003,114.136002,114.136002,0
2021-12-17,113.680000,113.845001,113.151001,113.663002,113.663002,0
2021-12-20,113.551003,113.684998,113.331001,113.517998,113.517998,0
2021-12-21,113.658997,114.163002,113.567001,113.662003,113.662003,0
2021-12-22,114.014999,114.362000,114.000999,113.994003,113.994003,0
2021-12-23,114.124001,114.441002,114.107002,114.121002,114.121002,0
2021-12-24,114.457001,114.504997,114.299004,114.458000,114.458000,0
2021-12-27,114.337997,114.901001,114.319000,114.333000,114.333000,0
2021-12-28,114.788002,114.933998,114.709000,114.792000,114.792000,0
2021-12-29,114.766998,115.031998,114.672997,114.773003,114.773003,0
2021-12-30,114.957001,115.199997,114.946999,114.947998,114.947998,0
2021-12-31,115.058998,115.192001,115.004997,115.063004,115.063004,0
2022-01-03,115.136002,115.360001,114.973999,115.141998,115.141998,0
2022-01-04,115.316002,116.339996,115.299004,115.328003,115.328003,0
2022-01-05,116.165001,116.235001,115.626999,116.174004,116.174004,0
2022-01-06,116.128998,116.179001,115.653999,116.127998,116.127998,0
2022-01-07,115.870003,116.029999,115.591003,115.864998,115.864998,0
2022-01-10,115.622002,115.842003,115.044998,115.617996,115.617996,0
2022-01-11,115.282997,115.676003,115.137001,115.278000,115.278000,0
2022-01-12,115.331001,115.459000,114.714996,115.331001,115.331001,0
2022-01-13,114.669998,114.692001,114.005997,114.675003,114.675003,0
2022-01-14,114.100998,114.170998,113.504997,114.117996,114.117996,0
2022-01-17,114.306000,114.636002,114.283997,114.306000,114.306000,0
2022-01-18,114.570999,115.030998,114.449997,114.570999,114.570999,0
2022-01-19,114.556000,114.767998,114.221001,114.554001,114.554001,0
2022-01-20,114.347000,114.530998,113.977997,114.347000,114.347000,0
2022-01-21,113.945999,114.017998,113.619003,113.992996,113.992996,0
2022-01-24,113.786003,113.989998,113.488998,113.785004,113.785004,0
2022-01-25,114.014999,114.143997,113.675003,114.011002,114.011002,0
2022-01-26,113.890999,114.376999,113.788002,113.875000,113.875000,0
2022-01-27,114.717003,115.481003,114.486000,114.721001,114.721001,0
2022-01-28,115.367996,115.669998,115.137001,115.351997,115.351997,0
2022-01-31,115.238998,115.577003,115.176003,115.262001,115.262001,0
2022-02-01,115.143997,115.192001,114.568001,115.121002,115.121002,0
2022-02-02,114.724998,114.795998,114.193001,114.736000,114.736000,0
2022-02-03,114.367996,114.969002,114.325996,114.382004,114.382004,0
2022-02-04,114.969002,115.426003,114.780998,114.957001,114.957001,0
2022-02-07,115.246002,115.373001,114.918999,115.223999,115.223999,0
2022-02-08,115.066002,115.617996,115.066002,115.063004,115.063004,0
2022-02-09,115.542000,115.583000,115.319000,115.530998,115.530998,0
2022-02-10,115.599998,116.323997,115.485001,115.601997,115.601997,0
2022-02-11,116.049004,116.166000,115.776001,116.046997,116.046997,0
2022-02-14,115.558998,115.723999,115.019997,115.584000,115.584000,0
2022-02-15,115.542000,115.869003,115.255997,115.536003,115.536003,0
2022-02-16,115.639999,115.774002,115.390999,115.635002,115.635002,0
2022-02-17,115.393997,115.528000,114.861000,115.387001,115.387001,0
2022-02-18,114.856003,115.264000,114.787003,114.865997,114.865997,0
2022-02-21,114.956001,115.106003,114.799004,114.960999,114.960999,0
2022-02-22,114.583000,115.232002,114.526001,114.609001,114.609001,0
2022-02-23,115.101997,115.184998,114.967003,115.096001,115.096001,0
2022-02-24,114.916000,115.625999,114.414001,114.898003,114.898003,0
2022-02-25,115.546997,115.630997,115.152000,115.570999,115.570999,0
2022-02-28,115.587997,115.647003,115.093002,115.584999,115.584999,0
2022-03-01,115.082001,115.264999,114.719002,115.078003,115.078003,0
2022-03-02,114.815002,115.680000,114.794998,114.833000,114.833000,0
2022-03-03,115.497002,115.800003,115.495003,115.518997,115.518997,0
2022-03-04,115.480003,115.532997,114.651001,115.473999,115.473999,0
2022-03-07,114.936996,115.471001,114.842003,114.949997,114.949997,0
2022-03-08,115.369003,115.776001,115.332001,115.373001,115.373001,0
2022-03-09,115.741997,115.941002,115.579002,115.722000,115.722000,0
2022-03-10,115.911003,116.190002,115.820000,115.908997,115.908997,0
2022-03-11,116.158997,117.164001,116.150002,116.179001,116.179001,0
2022-03-14,117.503998,118.058998,117.467003,117.528999,117.528999,0
2022-03-15,118.218002,118.433998,117.745003,118.218002,118.218002,0
2022-03-16,118.311996,118.500999,118.171997,118.292000,118.292000,0
2022-03-17,118.890999,118.998001,118.421997,118.870003,118.870003,0
2022-03-18,118.485001,119.389000,118.485001,118.486000,118.486000,0
2022-03-21,119.261002,119.292999,119.099998,119.263000,119.263000,0
2022-03-22,119.594002,120.975998,119.594002,119.594002,119.594002,0
2022-03-23,121.264999,121.299004,120.627998,121.339996,121.339996,0
2022-03-24,121.138000,122.102997,120.980003,121.126999,121.126999,0
2022-03-25,122.349998,122.349998,121.217003,122.346001,122.346001,0
2022-03-28,122.269997,125.055000,122.158997,122.269997,122.269997,0
2022-03-29,123.660004,124.209000,122.057999,123.660004,123.660004,0
2022-03-30,123.125000,123.023003,121.316002,123.125000,123.125000,0
2022-03-31,122.021004,122.416000,121.291000,122.021004,122.021004,0
2022-04-01,121.755997,122.997002,121.742996,121.755997,121.755997,0
2022-04-04,122.610001,122.928001,122.288002,122.610001,122.610001,0
2022-04-05,122.808998,123.499001,122.419998,122.808998,122.808998,0
2022-04-06,123.655998,124.043999,123.587997,123.655998,123.655998,0
2022-04-07,123.723000,123.995003,123.508003,123.723000,123.723000,0
2022-04-08,124.096001,124.650002,123.682999,124.096001,124.096001,0
2022-04-11,124.385002,125.761002,124.302002,124.385002,124.385002,0
2022-04-12,125.472000,125.742996,124.873001,125.472000,125.472000,0
2022-04-13,125.416000,126.296997,125.371002,125.416000,125.416000,0
2022-04-14,125.376999,125.987999,125.130997,125.376999,125.376999,0
2022-04-15,126.179001,126.670998,126.069000,126.179001,126.179001,0
2022-04-18,126.617996,126.790001,126.263000,126.617996,126.617996,0
2022-04-19,127.098000,128.860992,127.039001,127.098000,127.098000,0
2022-04-20,129.332993,129.373993,127.511002,129.332993,129.332993,0
2022-04-21,128.013000,128.695999,127.827003,128.013000,128.013000,0
2022-04-22,128.408005,129.059006,127.806999,128.408005,128.408005,0
2022-04-25,128.604996,128.822006,127.525002,128.604996,128.604996,0
2022-04-26,127.744003,128.188004,127.043999,127.744003,127.744003,0
2022-04-27,127.265999,128.578003,127.259003,127.265999,127.265999,0
2022-04-28,128.393997,131.220993,128.367996,128.393997,128.393997,0
2022-04-29,130.811005,130.809998,129.460007,130.811005,130.811005,0
2022-05-02,130.011002,130.470993,129.615997,130.011002,130.011002,0
2022-05-03,130.112000,130.279999,129.718994,130.112000,130.112000,0
2022-05-04,130.115997,130.197998,129.802994,130.115997,130.115997,0
2022-05-05,129.223007,130.432007,128.774994,129.223007,129.223007,0
2022-05-06,130.330002,130.804993,130.220993,130.330002,130.330002,0
2022-05-09,130.748993,131.324997,130.149994,130.748993,130.748993,0
2022-05-10,130.376999,130.528000,129.815002,130.376999,130.376999,0
2022-05-11,130.350998,130.783005,129.612000,130.350998,130.350998,0
2022-05-12,129.835007,129.897995,127.584999,129.835007,129.835007,0
2022-05-13,128.587997,129.436996,128.365997,128.587997,128.587997,0
2022-05-16,129.432007,129.604004,128.705994,129.432007,129.432007,0
2022-05-17,128.923004,129.750000,128.839996,128.923004,128.923004,0
2022-05-18,129.453995,129.432999,128.119995,129.453995,129.453995,0
2022-05-19,127.914001,128.938004,127.028999,127.914001,127.914001,0
2022-05-20,127.832001,128.283997,127.537003,127.832001,127.832001,0
2022-05-23,127.903000,127.932999,127.167000,127.903000,127.903000,0
2022-05-24,127.846001,128.050003,126.391998,127.846001,127.846001,0
2022-05-25,126.768997,127.415001,126.675003,126.768997,126.768997,0
2022-05-26,127.152000,127.559998,126.569000,127.152000,127.152000,0
2022-05-27,127.044998,127.210999,126.677002,127.044998,127.044998,0
2022-05-30,127.285004,127.806000,126.870003,127.285004,127.285004,0
2022-05-31,127.783997,128.878006,127.653000,127.783997,127.783997,0
2022-06-01,128.735992,130.115997,128.800003,128.735992,128.735992,0
2022-06-02,130.121994,130.181000,129.526993,130.121994,130.121994,0
2022-06-03,129.917999,130.970993,129.695007,129.917999,129.917999,0
2022-06-06,130.707001,131.675995,130.473007,130.707001,130.707001,0
2022-06-07,132.175995,132.988007,132.097000,132.175995,132.175995,0
2022-06-08,132.847000,134.436005,132.733002,132.847000,132.847000,0
2022-06-09,134.429993,134.554001,133.190994,134.429993,134.429993,0
2022-06-10,134.417999,134.380997,133.386993,134.417999,134.417999,0
2022-06-13,134.813995,135.158005,133.608994,134.813995,134.813995,0
2022-06-14,134.225006,134.968002,133.899994,134.225006,134.225006,0
2022-06-15,135.294006,135.285004,134.296997,135.294006,135.294006,0
2022-06-16,134.115005,134.671997,131.546997,134.115005,134.115005,0
2022-06-17,132.421005,135.412003,132.186996,132.421005,132.421005,0
2022-06-20,135.276001,135.412003,134.548996,135.276001,135.276001,0
2022-06-21,135.087006,136.328995,134.945007,135.087006,135.087006,0
2022-06-22,136.268997,136.595001,135.751007,136.268997,136.268997,0
2022-06-23,136.024002,136.181000,134.294006,136.024002,136.024002,0
2022-06-24,134.839996,135.272003,134.369995,134.839996,134.839996,0
2022-06-27,135.061996,135.539001,134.535004,135.061996,135.061996,0
2022-06-28,135.434998,136.302994,135.123993,135.434998,135.434998,0
2022-06-29,136.046997,136.996994,135.811005,136.046997,136.046997,0
2022-06-30,136.589005,136.798996,135.686996,136.589005,136.589005,0
2022-07-01,135.785995,135.977005,134.796005,135.785995,135.785995,0
2022-07-04,135.042999,135.770996,134.798004,135.042999,135.042999,0
2022-07-05,135.839996,136.345001,135.554993,135.839996,135.839996,0
2022-07-06,135.520996,135.962006,134.975006,135.520996,135.520996,0
2022-07-07,135.966003,136.203995,135.570007,135.966003,135.966003,0
2022-07-08,135.912994,136.544006,135.356995,135.912994,135.912994,0
2022-07-11,136.300995,137.744995,136.270004,136.300995,136.300995,0
2022-07-12,137.388000,137.501999,136.496002,137.388000,137.388000,0
2022-07-13,136.725998,137.858002,136.731003,136.725998,136.725998,0
2022-07-14,137.628006,139.376999,137.604996,137.628006,137.628006,0
2022-07-15,138.966995,139.074005,138.404007,138.966995,138.966995,0
2022-07-18,138.313995,138.436996,137.895996,138.313995,138.313995,0
2022-07-19,138.229004,138.386993,137.386002,138.229004,138.229004,0
2022-07-20,138.190994,138.365005,137.914001,138.190994,138.190994,0
2022-07-21,138.395004,138.867004,137.722000,138.395004,138.395004,0
2022-07-22,137.098007,137.938995,135.595993,137.098007,137.098007,0
2022-07-25,136.311996,136.783005,135.936005,136.311996,136.311996,0
2022-07-26,136.431000,136.834000,136.292007,136.431000,136.431000,0
2022-07-27,136.970001,137.343002,136.550995,136.970001,136.970001,0
2022-07-28,136.110992,136.410995,134.354996,136.110992,136.110992,0
2022-07-29,134.397003,134.649994,132.552002,134.397003,134.397003,0
2022-08-01,133.220001,133.561996,132.770004,133.054001,133.054001,0
